time[ISO-UTC],xPos[m],yPos[m],Latitude[deg],Longitude[deg],speed[km/h],hr[bpm],numSatFix[-],hdop[-]
20200203T133457000,-164.776552,-11.691977,47.030011,8.287696,0.723960,NaN,NaN,NaN
20200203T133457100,-164.875380,-11.847626,47.030010,8.287695,1.320840,NaN,NaN,NaN
20200203T133457200,-164.989413,-12.014392,47.030008,8.287693,2.006640,NaN,NaN,NaN
20200203T133457300,-165.095843,-12.136687,47.030007,8.287692,2.709360,NaN,NaN,NaN
20200203T133457400,-165.247886,-12.303452,47.030006,8.287690,3.494160,NaN,NaN,NaN
20200203T133457500,-165.361917,-12.414629,47.030005,8.287689,4.124160,NaN,NaN,NaN
20200203T133457600,-165.506357,-12.548040,47.030003,8.287687,4.785120,NaN,NaN,NaN
20200203T133457700,-165.658399,-12.714806,47.030002,8.287685,5.603400,NaN,NaN,NaN
20200203T133457800,-165.780034,-12.870454,47.030000,8.287683,6.364800,NaN,NaN,NaN
20200203T133457900,-165.894066,-13.026102,47.029999,8.287682,7.010280,NaN,NaN,NaN
20200203T133458000,-166.030905,-13.203986,47.029997,8.287680,7.039080,NaN,NaN,NaN
20200203T133458100,-166.182947,-13.359633,47.029996,8.287678,7.318440,NaN,NaN,NaN
20200203T133458200,-166.357795,-13.504162,47.029995,8.287676,7.433640,NaN,NaN,NaN
20200203T133458300,-166.532643,-13.659808,47.029993,8.287673,7.422480,NaN,NaN,NaN
20200203T133458400,-166.692287,-13.815455,47.029992,8.287671,7.432920,NaN,NaN,NaN
20200203T133458500,-166.851931,-13.982220,47.029990,8.287669,7.689960,NaN,NaN,NaN
20200203T133458600,-167.019178,-14.160103,47.029989,8.287667,7.824600,NaN,NaN,NaN
20200203T133458700,-167.133211,-14.315751,47.029987,8.287665,7.693560,NaN,NaN,NaN
20200203T133458800,-167.277651,-14.482517,47.029986,8.287663,7.720200,NaN,NaN,NaN
20200203T133458900,-167.467703,-14.660399,47.029984,8.287661,7.975800,NaN,NaN,NaN
20200203T133459000,-167.619746,-14.827164,47.029983,8.287659,8.007840,NaN,NaN,NaN
20200203T133459100,-167.779391,-15.005047,47.029981,8.287657,7.864560,NaN,NaN,NaN
20200203T133459200,-167.961841,-15.160694,47.029980,8.287654,7.949160,NaN,NaN,NaN
20200203T133459300,-168.113884,-15.349695,47.029978,8.287652,8.145360,NaN,NaN,NaN
20200203T133459400,-168.250723,-15.549814,47.029976,8.287651,8.106120,NaN,NaN,NaN
20200203T133459500,-168.395165,-15.761051,47.029974,8.287649,8.045640,NaN,NaN,NaN
20200203T133459600,-168.547207,-15.905581,47.029973,8.287647,8.107560,NaN,NaN,NaN
20200203T133459700,-168.714454,-16.072345,47.029972,8.287645,8.294040,NaN,NaN,NaN
20200203T133459800,-168.881699,-16.216874,47.029970,8.287642,8.246880,NaN,NaN,NaN
20200203T133459900,-169.026140,-16.372522,47.029969,8.287640,8.137800,NaN,NaN,NaN
20200203T133500000,-169.185785,-16.550405,47.029967,8.287638,8.256240,NaN,NaN,NaN
20200203T133500100,-169.330227,-16.761642,47.029965,8.287636,8.402400,NaN,NaN,NaN
20200203T133500200,-169.444260,-16.939526,47.029964,8.287635,8.215920,NaN,NaN,NaN
20200203T133500300,-169.565895,-17.117410,47.029962,8.287633,8.170200,NaN,NaN,NaN
20200203T133500400,-169.733142,-17.284175,47.029961,8.287631,8.293680,NaN,NaN,NaN
20200203T133500500,-169.877582,-17.439822,47.029959,8.287629,8.248680,NaN,NaN,NaN
20200203T133500600,-170.044828,-17.595469,47.029958,8.287627,8.142480,NaN,NaN,NaN
20200203T133500700,-170.181667,-17.751116,47.029957,8.287625,8.074080,NaN,NaN,NaN
20200203T133500800,-170.303302,-17.906764,47.029955,8.287624,8.197200,NaN,NaN,NaN
20200203T133500900,-170.440142,-18.106884,47.029953,8.287622,8.166960,NaN,NaN,NaN
20200203T133501000,-170.546573,-18.284768,47.029952,8.287620,7.979040,NaN,NaN,NaN
20200203T133501100,-170.691014,-18.462651,47.029950,8.287619,7.953480,NaN,NaN,NaN
20200203T133501200,-170.843058,-18.651652,47.029948,8.287617,8.147880,NaN,NaN,NaN
20200203T133501300,-170.987499,-18.818418,47.029947,8.287615,8.007840,NaN,NaN,NaN
20200203T133501400,-171.116735,-18.974065,47.029946,8.287613,7.885440,NaN,NaN,NaN
20200203T133501500,-171.245973,-19.163067,47.029944,8.287611,7.995960,NaN,NaN,NaN
20200203T133501600,-171.352405,-19.340951,47.029942,8.287610,8.043480,NaN,NaN,NaN
20200203T133501700,-171.481642,-19.507717,47.029941,8.287608,7.898760,NaN,NaN,NaN
20200203T133501800,-171.565267,-19.674484,47.029939,8.287607,7.791840,NaN,NaN,NaN
20200203T133501900,-171.679301,-19.852368,47.029938,8.287605,7.897680,NaN,NaN,NaN
20200203T133502000,-171.808538,-20.041370,47.029936,8.287604,7.994160,NaN,NaN,NaN
20200203T133502100,-171.968184,-20.230371,47.029934,8.287602,7.872120,NaN,NaN,NaN
20200203T133502200,-172.067013,-20.397137,47.029933,8.287600,7.788600,NaN,NaN,NaN
20200203T133502300,-172.173445,-20.575022,47.029931,8.287599,7.914240,NaN,NaN,NaN
20200203T133502400,-172.257071,-20.764025,47.029929,8.287598,7.877880,NaN,NaN,NaN
20200203T133502500,-172.355901,-20.953027,47.029928,8.287597,7.643520,NaN,NaN,NaN
20200203T133502600,-172.416720,-21.086441,47.029927,8.287596,7.594920,NaN,NaN,NaN
20200203T133502700,-172.469935,-21.130911,47.029926,8.287595,7.593120,NaN,NaN,NaN
20200203T133502800,-172.561159,-21.175380,47.029926,8.287594,7.364520,NaN,NaN,NaN
20200203T133502900,-172.659989,-21.353265,47.029924,8.287593,7.128720,NaN,NaN,NaN
20200203T133503000,-172.736013,-21.542268,47.029922,8.287592,7.098840,NaN,NaN,NaN
20200203T133503100,-172.804436,-21.742389,47.029921,8.287591,7.144560,NaN,NaN,NaN
20200203T133503200,-172.880461,-21.964746,47.029919,8.287590,7.025400,NaN,NaN,NaN
20200203T133503300,-172.941281,-22.109278,47.029917,8.287589,6.854040,NaN,NaN,NaN
20200203T133503400,-173.024908,-22.342753,47.029915,8.287588,6.948360,NaN,NaN,NaN
20200203T133503500,-173.116138,-22.598463,47.029913,8.287587,7.189200,NaN,NaN,NaN
20200203T133503600,-173.230173,-22.820819,47.029911,8.287585,7.226640,NaN,NaN,NaN
20200203T133503700,-173.306198,-23.032058,47.029909,8.287584,7.399800,NaN,NaN,NaN
20200203T133503800,-173.374621,-23.232179,47.029907,8.287583,7.711560,NaN,NaN,NaN
20200203T133503900,-173.412636,-23.410066,47.029906,8.287583,7.794360,NaN,NaN,NaN
20200203T133504000,-173.465855,-23.632423,47.029904,8.287582,7.725240,NaN,NaN,NaN
20200203T133504100,-173.465861,-23.832546,47.029902,8.287582,7.722000,NaN,NaN,NaN
20200203T133504200,-173.534285,-24.066022,47.029900,8.287581,7.886880,NaN,NaN,NaN
20200203T133504300,-173.602707,-24.255025,47.029898,8.287580,7.975800,NaN,NaN,NaN
20200203T133504400,-173.648324,-24.421793,47.029897,8.287580,7.806240,NaN,NaN,NaN
20200203T133504500,-173.701543,-24.621915,47.029895,8.287579,7.707600,NaN,NaN,NaN
20200203T133504600,-173.724354,-24.833155,47.029893,8.287579,7.725960,NaN,NaN,NaN
20200203T133504700,-173.747167,-25.066632,47.029891,8.287578,7.614360,NaN,NaN,NaN
20200203T133504800,-173.785182,-25.266754,47.029889,8.287578,7.500240,NaN,NaN,NaN
20200203T133504900,-173.830800,-25.500230,47.029887,8.287577,7.625520,NaN,NaN,NaN
20200203T133505000,-173.884020,-25.711469,47.029885,8.287577,7.740360,NaN,NaN,NaN
20200203T133505100,-173.952443,-25.933826,47.029883,8.287576,7.705440,NaN,NaN,NaN
20200203T133505200,-173.990457,-26.100595,47.029881,8.287575,7.561800,NaN,NaN,NaN
20200203T133505300,-174.013270,-26.334071,47.029879,8.287575,7.650000,NaN,NaN,NaN
20200203T133505400,-174.058887,-26.545311,47.029877,8.287574,7.749360,NaN,NaN,NaN
20200203T133505500,-174.104505,-26.767669,47.029875,8.287574,7.611480,NaN,NaN,NaN
20200203T133505600,-174.157726,-27.045616,47.029873,8.287573,7.619760,NaN,NaN,NaN
20200203T133505700,-174.226151,-27.312445,47.029871,8.287572,7.761240,NaN,NaN,NaN
20200203T133505800,-174.302178,-27.568156,47.029868,8.287571,7.812720,NaN,NaN,NaN
20200203T133505900,-174.355397,-27.779396,47.029866,8.287570,7.705800,NaN,NaN,NaN
20200203T133506000,-174.370607,-28.012872,47.029864,8.287570,7.731000,NaN,NaN,NaN
20200203T133506100,-174.370613,-28.224114,47.029862,8.287570,7.791120,NaN,NaN,NaN
20200203T133506200,-174.401027,-28.446472,47.029860,8.287570,7.785000,NaN,NaN,NaN
20200203T133506300,-174.416237,-28.646595,47.029859,8.287570,7.643520,NaN,NaN,NaN
20200203T133506400,-174.446650,-28.846717,47.029857,8.287569,7.617240,NaN,NaN,NaN
20200203T133506500,-174.499870,-29.080193,47.029855,8.287568,7.721640,NaN,NaN,NaN
20200203T133506600,-174.560691,-29.258078,47.029853,8.287568,7.555680,NaN,NaN,NaN
20200203T133506700,-174.560697,-29.491555,47.029851,8.287568,7.410240,NaN,NaN,NaN
20200203T133506800,-174.568305,-29.680560,47.029849,8.287567,7.322040,NaN,NaN,NaN
20200203T133506900,-174.575913,-29.902919,47.029847,8.287567,7.306920,NaN,NaN,NaN
20200203T133507000,-174.545510,-30.080807,47.029846,8.287568,7.064640,NaN,NaN,NaN
20200203T133507100,-174.507507,-30.292050,47.029844,8.287568,6.976440,NaN,NaN,NaN
20200203T133507200,-174.499910,-30.481055,47.029842,8.287568,6.959160,NaN,NaN,NaN
20200203T133507300,-174.499917,-30.725650,47.029840,8.287568,7.050600,NaN,NaN,NaN
20200203T133507400,-174.530330,-30.914654,47.029838,8.287568,7.019640,NaN,NaN,NaN
20200203T133507500,-174.522735,-31.148132,47.029836,8.287568,7.032600,NaN,NaN,NaN
20200203T133507600,-174.477130,-31.381610,47.029834,8.287569,7.226280,NaN,NaN,NaN
20200203T133507700,-174.439127,-31.603970,47.029832,8.287569,7.325280,NaN,NaN,NaN
20200203T133507800,-174.385919,-31.804095,47.029830,8.287570,7.396560,NaN,NaN,NaN
20200203T133507900,-174.401129,-32.004218,47.029828,8.287570,7.404840,NaN,NaN,NaN
20200203T133508000,-174.385931,-32.237695,47.029826,8.287570,7.622640,NaN,NaN,NaN
20200203T133508100,-174.355529,-32.426702,47.029825,8.287570,7.662240,NaN,NaN,NaN
