time[ISO-UTC],xPos[m],yPos[m],Latitude[deg],Longitude[deg],speed[km/h],hr[bpm],numSatFix[-],hdop[-]
20200203T133457000,-174.104256,-6.544109,47.030057,8.287574,0.953280,NaN,NaN,NaN
20200203T133457100,-174.263902,-6.744228,47.030055,8.287571,1.895760,NaN,NaN,NaN
20200203T133457200,-174.400740,-6.877640,47.030054,8.287570,2.611440,NaN,NaN,NaN
20200203T133457300,-174.567988,-7.099995,47.030052,8.287567,3.539160,NaN,NaN,NaN
20200203T133457400,-174.712430,-7.300114,47.030050,8.287566,4.548960,NaN,NaN,NaN
20200203T133457500,-174.826465,-7.511352,47.030049,8.287564,5.393160,NaN,NaN,NaN
20200203T133457600,-174.963304,-7.689236,47.030047,8.287562,6.176520,NaN,NaN,NaN
20200203T133457700,-175.084941,-7.911592,47.030045,8.287561,7.147440,NaN,NaN,NaN
20200203T133457800,-175.229383,-8.111712,47.030043,8.287559,8.057520,NaN,NaN,NaN
20200203T133457900,-175.358620,-8.289596,47.030042,8.287557,8.775000,NaN,NaN,NaN
20200203T133458000,-175.503061,-8.445243,47.030040,8.287555,8.600760,NaN,NaN,NaN
20200203T133458100,-175.639901,-8.634245,47.030038,8.287553,8.562960,NaN,NaN,NaN
20200203T133458200,-175.769139,-8.823247,47.030037,8.287552,8.700120,NaN,NaN,NaN
20200203T133458300,-175.883172,-8.990013,47.030035,8.287550,8.426520,NaN,NaN,NaN
20200203T133458400,-176.012411,-9.212369,47.030033,8.287548,8.362080,NaN,NaN,NaN
20200203T133458500,-176.111242,-9.423608,47.030031,8.287547,8.453160,NaN,NaN,NaN
20200203T133458600,-176.270887,-9.623727,47.030030,8.287545,8.456040,NaN,NaN,NaN
20200203T133458700,-176.377318,-9.746022,47.030029,8.287544,8.202600,NaN,NaN,NaN
20200203T133458800,-176.476149,-9.968378,47.030026,8.287542,8.211240,NaN,NaN,NaN
20200203T133458900,-176.582580,-10.135145,47.030025,8.287541,8.325720,NaN,NaN,NaN
20200203T133459000,-176.673807,-10.257440,47.030024,8.287540,8.159040,NaN,NaN,NaN
20200203T133459100,-176.772637,-10.457561,47.030022,8.287539,8.074800,NaN,NaN,NaN
20200203T133459200,-176.871469,-10.679917,47.030020,8.287537,8.169840,NaN,NaN,NaN
20200203T133459300,-177.000706,-10.868919,47.030018,8.287535,8.333280,NaN,NaN,NaN
20200203T133459400,-177.114741,-11.069040,47.030017,8.287534,8.097120,NaN,NaN,NaN
20200203T133459500,-177.205970,-11.291397,47.030015,8.287533,8.104680,NaN,NaN,NaN
20200203T133459600,-177.281995,-11.502636,47.030013,8.287532,8.215200,NaN,NaN,NaN
20200203T133459700,-177.396030,-11.713874,47.030011,8.287530,8.256960,NaN,NaN,NaN
20200203T133459800,-177.479658,-11.936231,47.030009,8.287529,8.217720,NaN,NaN,NaN
20200203T133459900,-177.563284,-12.136353,47.030007,8.287528,8.352360,NaN,NaN,NaN
20200203T133500000,-177.684921,-12.336473,47.030005,8.287526,8.580240,NaN,NaN,NaN
20200203T133500100,-177.821760,-12.492120,47.030004,8.287525,8.444160,NaN,NaN,NaN
20200203T133500200,-177.943397,-12.714476,47.030002,8.287523,8.460000,NaN,NaN,NaN
20200203T133500300,-178.065034,-12.936832,47.030000,8.287521,8.573760,NaN,NaN,NaN
20200203T133500400,-178.133456,-13.103600,47.029998,8.287521,8.570160,NaN,NaN,NaN
20200203T133500500,-178.255093,-13.314838,47.029996,8.287519,8.412120,NaN,NaN,NaN
20200203T133500600,-178.376730,-13.548312,47.029994,8.287517,8.532720,NaN,NaN,NaN
20200203T133500700,-178.498366,-13.737314,47.029993,8.287516,8.652960,NaN,NaN,NaN
20200203T133500800,-178.650410,-13.915197,47.029991,8.287514,8.506800,NaN,NaN,NaN
20200203T133500900,-178.779648,-14.115317,47.029989,8.287512,8.429400,NaN,NaN,NaN
20200203T133501000,-178.893682,-14.315438,47.029987,8.287511,8.541000,NaN,NaN,NaN
20200203T133501100,-179.000115,-14.504440,47.029986,8.287509,8.637840,NaN,NaN,NaN
20200203T133501200,-179.098944,-14.660089,47.029984,8.287508,8.409960,NaN,NaN,NaN
20200203T133501300,-179.197776,-14.904682,47.029982,8.287507,8.474760,NaN,NaN,NaN
20200203T133501400,-179.334615,-15.071447,47.029981,8.287505,8.631360,NaN,NaN,NaN
20200203T133501500,-179.471454,-15.227095,47.029979,8.287503,8.568000,NaN,NaN,NaN
20200203T133501600,-179.608295,-15.438332,47.029977,8.287501,8.454960,NaN,NaN,NaN
20200203T133501700,-179.722330,-15.660689,47.029975,8.287500,8.583120,NaN,NaN,NaN
20200203T133501800,-179.798354,-15.816338,47.029974,8.287499,8.629560,NaN,NaN,NaN
20200203T133501900,-179.897185,-16.005341,47.029972,8.287497,8.442360,NaN,NaN,NaN
20200203T133502000,-179.996016,-16.238815,47.029970,8.287496,8.507520,NaN,NaN,NaN
20200203T133502100,-180.110051,-16.450054,47.029968,8.287495,8.647920,NaN,NaN,NaN
20200203T133502200,-180.239289,-16.627938,47.029967,8.287493,8.641800,NaN,NaN,NaN
20200203T133502300,-180.376130,-16.861411,47.029964,8.287491,8.487000,NaN,NaN,NaN
20200203T133502400,-180.459757,-17.050414,47.029963,8.287490,8.592840,NaN,NaN,NaN
20200203T133502500,-180.558590,-17.306125,47.029960,8.287489,8.760240,NaN,NaN,NaN
20200203T133502600,-180.642217,-17.528482,47.029958,8.287488,8.623800,NaN,NaN,NaN
20200203T133502700,-180.710641,-17.739721,47.029957,8.287487,8.515080,NaN,NaN,NaN
20200203T133502800,-180.839880,-17.984313,47.029954,8.287485,8.726040,NaN,NaN,NaN
20200203T133502900,-180.923507,-18.151080,47.029953,8.287484,8.822880,NaN,NaN,NaN
20200203T133503000,-181.052744,-18.328964,47.029951,8.287482,8.545320,NaN,NaN,NaN
20200203T133503100,-181.151576,-18.551321,47.029949,8.287481,8.580240,NaN,NaN,NaN
20200203T133503200,-181.250408,-18.807031,47.029947,8.287480,8.800560,NaN,NaN,NaN
20200203T133503300,-181.364447,-19.129449,47.029944,8.287478,8.799120,NaN,NaN,NaN
20200203T133503400,-181.432870,-19.340689,47.029942,8.287477,8.721000,NaN,NaN,NaN
20200203T133503500,-181.516500,-19.629754,47.029940,8.287476,8.896320,NaN,NaN,NaN
20200203T133503600,-181.622933,-19.829874,47.029938,8.287475,8.984160,NaN,NaN,NaN
20200203T133503700,-181.714159,-19.952169,47.029937,8.287473,8.694720,NaN,NaN,NaN
